,iso2,year,age,cases,sex
66079,KG,2005,45-54,70,f
66080,KG,2006,45-54,75,f
66081,KG,2007,45-54,67,f
66082,KG,2008,45-54,61,f
66098,KH,1995,45-54,1426,f
66099,KH,1996,45-54,1534,f
66101,KH,1998,45-54,1667,f
66102,KH,1999,45-54,1857,f
66103,KH,2000,45-54,1798,f
66104,KH,2001,45-54,1687,f
66105,KH,2002,45-54,1898,f
66106,KH,2003,45-54,2208,f
66107,KH,2004,45-54,2176,f
66108,KH,2005,45-54,2323,f
66109,KH,2006,45-54,2072,f
66110,KH,2007,45-54,2105,f
66111,KH,2008,45-54,2093,f
66128,KI,1996,45-54,2,f
66129,KI,1997,45-54,0,f
66130,KI,1998,45-54,5,f
66131,KI,1999,45-54,2,f
66132,KI,2000,45-54,4,f
66133,KI,2001,45-54,3,f
66134,KI,2002,45-54,3,f
66135,KI,2003,45-54,7,f
66136,KI,2004,45-54,7,f
66137,KI,2005,45-54,7,f
66138,KI,2006,45-54,1,f
66139,KI,2007,45-54,9,f
66140,KI,2008,45-54,9,f
66148,KM,1995,45-54,6,f
66149,KM,1996,45-54,4,f
66151,KM,1998,45-54,8,f
66153,KM,2000,45-54,1,f
66154,KM,2001,45-54,4,f
66155,KM,2002,45-54,6,f
66156,KM,2003,45-54,1,f
66158,KM,2005,45-54,8,f
66159,KM,2006,45-54,6,f
66161,KM,2008,45-54,6,f
66190,KN,2008,45-54,1,f
66193,KP,1997,45-54,205,f
66194,KP,1998,45-54,25,f
66195,KP,1999,45-54,237,f
66196,KP,2000,45-54,1524,f
66197,KP,2001,45-54,1120,f
66198,KP,2002,45-54,1505,f
66199,KP,2003,45-54,1395,f
66200,KP,2004,45-54,1473,f
66201,KP,2005,45-54,1381,f
66202,KP,2006,45-54,1373,f
66203,KP,2007,45-54,1723,f
66204,KP,2008,45-54,2282,f
66220,KR,1995,45-54,296,f
66221,KR,1996,45-54,297,f
66222,KR,1997,45-54,234,f
66223,KR,1998,45-54,238,f
66224,KR,1999,45-54,256,f
66225,KR,2000,45-54,220,f
66226,KR,2001,45-54,326,f
66227,KR,2002,45-54,334,f
66228,KR,2003,45-54,365,f
66229,KR,2004,45-54,340,f
66230,KR,2005,45-54,370,f
66231,KR,2006,45-54,403,f
66232,KR,2007,45-54,387,f
66233,KR,2008,45-54,402,f
66249,KW,1995,45-54,4,f
66250,KW,1996,45-54,3,f
66251,KW,1997,45-54,7,f
66252,KW,1998,45-54,5,f
66253,KW,1999,45-54,6,f
66254,KW,2000,45-54,5,f
66255,KW,2001,45-54,4,f
66256,KW,2002,45-54,7,f
66257,KW,2003,45-54,2,f
66258,KW,2004,45-54,7,f
66259,KW,2005,45-54,3,f
66260,KW,2006,45-54,5,f
66261,KW,2007,45-54,13,f
66262,KW,2008,45-54,7,f
66280,KY,1998,45-54,0,f
66281,KY,1999,45-54,0,f
66285,KY,2003,45-54,0,f
66286,KY,2004,45-54,0,f
66288,KY,2006,45-54,0,f
66289,KY,2007,45-54,0,f
66308,KZ,1997,45-54,141,f
66309,KZ,1998,45-54,204,f
66310,KZ,1999,45-54,226,f
66311,KZ,2000,45-54,275,f
66312,KZ,2001,45-54,263,f
66313,KZ,2002,45-54,348,f
66315,KZ,2004,45-54,307,f
66316,KZ,2005,45-54,286,f
66317,KZ,2006,45-54,234,f
66318,KZ,2007,45-54,249,f
66319,KZ,2008,45-54,230,f
66334,LA,1995,45-54,54,f
66335,LA,1996,45-54,64,f
66336,LA,1997,45-54,102,f
66337,LA,1998,45-54,108,f
66338,LA,1999,45-54,141,f
66339,LA,2000,45-54,122,f
66340,LA,2001,45-54,138,f
66341,LA,2002,45-54,152,f
66342,LA,2003,45-54,156,f
66343,LA,2004,45-54,172,f
66344,LA,2005,45-54,244,f
66345,LA,2006,45-54,228,f
66346,LA,2007,45-54,293,f
66347,LA,2008,45-54,264,f
66358,LB,1995,45-54,8,f
66359,LB,1996,45-54,5,f
66360,LB,1997,45-54,7,f
66361,LB,1998,45-54,7,f
66362,LB,1999,45-54,6,f
66363,LB,2000,45-54,7,f
66364,LB,2001,45-54,6,f
66365,LB,2002,45-54,9,f
66366,LB,2003,45-54,5,f
66367,LB,2004,45-54,5,f
66368,LB,2005,45-54,3,f
66369,LB,2006,45-54,2,f
66370,LB,2007,45-54,5,f
66371,LB,2008,45-54,7,f
66388,LC,1997,45-54,0,f
66389,LC,1998,45-54,0,f
66391,LC,2000,45-54,0,f
66393,LC,2002,45-54,1,f
66394,LC,2003,45-54,3,f
66395,LC,2004,45-54,0,f
66396,LC,2005,45-54,1,f
66398,LC,2007,45-54,1,f
66399,LC,2008,45-54,2,f
66415,LK,1995,45-54,122,f
66416,LK,1996,45-54,133,f
66417,LK,1997,45-54,176,f
66418,LK,1998,45-54,173,f
66419,LK,1999,45-54,148,f
66420,LK,2000,45-54,202,f
66421,LK,2001,45-54,174,f
66422,LK,2002,45-54,151,f
66423,LK,2003,45-54,187,f
66424,LK,2004,45-54,176,f
66425,LK,2005,45-54,200,f
66426,LK,2006,45-54,189,f
66427,LK,2007,45-54,182,f
66428,LK,2008,45-54,173,f
66441,LR,1996,45-54,24,f
66443,LR,1998,45-54,45,f
66445,LR,2000,45-54,28,f
66446,LR,2001,45-54,35,f
66447,LR,2002,45-54,86,f
66448,LR,2003,45-54,43,f
66449,LR,2004,45-54,123,f
66450,LR,2005,45-54,108,f
66451,LR,2006,45-54,125,f
66453,LR,2008,45-54,298,f
66469,LS,1995,45-54,49,f
66470,LS,1996,45-54,44,f
66471,LS,1997,45-54,71,f
66472,LS,1998,45-54,65,f
66474,LS,2000,45-54,83,f
66476,LS,2002,45-54,125,f
66477,LS,2003,45-54,219,f
66478,LS,2004,45-54,161,f
66479,LS,2005,45-54,494,f
66480,LS,2006,45-54,171,f
66481,LS,2007,45-54,40,f
66482,LS,2008,45-54,146,f
66498,LT,1995,45-54,32,f
66499,LT,1996,45-54,40,f
66500,LT,1997,45-54,38,f
66501,LT,1998,45-54,22,f
66502,LT,1999,45-54,25,f
66503,LT,2000,45-54,32,f
66504,LT,2001,45-54,35,f
66505,LT,2002,45-54,32,f
66506,LT,2003,45-54,38,f
66507,LT,2004,45-54,47,f
66508,LT,2005,45-54,49,f
66509,LT,2006,45-54,52,f
66510,LT,2007,45-54,50,f
66511,LT,2008,45-54,36,f
66528,LU,1996,45-54,1,f
66529,LU,1997,45-54,0,f
66530,LU,1998,45-54,2,f
66533,LU,2001,45-54,1,f
66534,LU,2002,45-54,1,f
66535,LU,2003,45-54,0,f
66536,LU,2004,45-54,0,f
66537,LU,2005,45-54,1,f
66538,LU,2006,45-54,0,f
66539,LU,2007,45-54,0,f
66540,LU,2008,45-54,0,f
66556,LV,1995,45-54,47,f
66557,LV,1996,45-54,22,f
66558,LV,1997,45-54,20,f
66559,LV,1998,45-54,23,f
66560,LV,1999,45-54,29,f
66561,LV,2000,45-54,28,f
66562,LV,2001,45-54,31,f
66563,LV,2002,45-54,23,f
66564,LV,2003,45-54,35,f
66565,LV,2004,45-54,29,f
66566,LV,2005,45-54,23,f
66567,LV,2006,45-54,28,f
66568,LV,2007,45-54,18,f
66569,LV,2008,45-54,21,f
66584,LY,1995,45-54,20,f
66585,LY,1996,45-54,10,f
66587,LY,1999,45-54,15,f
66588,LY,2000,45-54,24,f
66590,LY,2003,45-54,25,f
66591,LY,2004,45-54,23,f
66592,LY,2005,45-54,21,f
66593,LY,2006,45-54,10,f
66594,LY,2007,45-54,8,f
66595,LY,2008,45-54,20,f
66611,MA,1995,45-54,461,f
66612,MA,1996,45-54,437,f
66613,MA,1997,45-54,416,f
66614,MA,1998,45-54,412,f
66615,MA,1999,45-54,446,f
66616,MA,2000,45-54,398,f
66617,MA,2001,45-54,402,f
66618,MA,2002,45-54,443,f
66619,MA,2003,45-54,431,f
66620,MA,2004,45-54,373,f
66621,MA,2005,45-54,403,f
66622,MA,2006,45-54,426,f
66623,MA,2007,45-54,354,f
66624,MA,2008,45-54,360,f
66643,MC,1999,45-54,0,f
66665,MD,1995,45-54,19,f
66666,MD,1996,45-54,4,f
66667,MD,1997,45-54,14,f
66668,MD,1998,45-54,10,f
66669,MD,1999,45-54,19,f
66670,MD,2000,45-54,23,f
66671,MD,2001,45-54,33,f
66672,MD,2002,45-54,32,f
66673,MD,2003,45-54,40,f
66674,MD,2004,45-54,53,f
66675,MD,2005,45-54,61,f
66676,MD,2006,45-54,67,f
66677,MD,2007,45-54,58,f
66678,MD,2008,45-54,52,f
66679,ME,2005,45-54,4,f
66680,ME,2006,45-54,4,f
66681,ME,2007,45-54,3,f
66682,ME,2008,45-54,10,f
66698,MG,1995,45-54,340,f
66699,MG,1996,45-54,393,f
66701,MG,1998,45-54,430,f
66703,MG,2001,45-54,546,f
66704,MG,2002,45-54,598,f
66705,MG,2003,45-54,743,f
66706,MG,2004,45-54,513,f
66707,MG,2005,45-54,614,f
66708,MG,2006,45-54,874,f
66709,MG,2007,45-54,880,f
66710,MG,2008,45-54,911,f
66725,MH,1996,45-54,2,f
66726,MH,1998,45-54,0,f
66727,MH,1999,45-54,2,f
66728,MH,2000,45-54,2,f
66729,MH,2001,45-54,8,f
66730,MH,2002,45-54,3,f
66731,MH,2003,45-54,6,f
66732,MH,2004,45-54,3,f
66733,MH,2005,45-54,3,f
66734,MH,2006,45-54,7,f
66735,MH,2007,45-54,3,f
66736,MH,2008,45-54,5,f
66740,MK,1995,45-54,11,f
66741,MK,1996,45-54,9,f
66742,MK,1997,45-54,6,f
66743,MK,1998,45-54,8,f
66744,MK,1999,45-54,1,f
66745,MK,2000,45-54,5,f
66746,MK,2001,45-54,7,f
66747,MK,2002,45-54,4,f
66748,MK,2003,45-54,9,f
66749,MK,2004,45-54,6,f
66750,MK,2005,45-54,7,f
66751,MK,2006,45-54,6,f
66752,MK,2007,45-54,4,f
66753,MK,2008,45-54,8,f
66769,ML,1995,45-54,107,f
66770,ML,1996,45-54,95,f
66771,ML,1997,45-54,111,f
66772,ML,1998,45-54,88,f
66773,ML,1999,45-54,120,f
66774,ML,2000,45-54,106,f
66776,ML,2002,45-54,190,f
66777,ML,2003,45-54,123,f
66778,ML,2004,45-54,151,f
66779,ML,2005,45-54,152,f
66780,ML,2006,45-54,168,f
66781,ML,2007,45-54,160,f
66782,ML,2008,45-54,245,f
66798,MM,1995,45-54,450,f
66799,MM,1996,45-54,558,f
66800,MM,1997,45-54,492,f
66801,MM,1998,45-54,577,f
66802,MM,1999,45-54,647,f
66803,MM,2000,45-54,987,f
66804,MM,2001,45-54,1186,f
66805,MM,2002,45-54,1348,f
66806,MM,2003,45-54,1491,f
66807,MM,2004,45-54,1800,f
66808,MM,2005,45-54,2101,f
66809,MM,2006,45-54,2282,f
66810,MM,2007,45-54,2486,f
66811,MM,2008,45-54,2357,f
66826,MN,1994,45-54,8,f
66827,MN,1995,45-54,15,f
66828,MN,1996,45-54,27,f
66829,MN,1997,45-54,21,f
66830,MN,1998,45-54,32,f
66831,MN,1999,45-54,43,f
66832,MN,2000,45-54,41,f
66833,MN,2001,45-54,48,f
66834,MN,2002,45-54,55,f
66835,MN,2003,45-54,45,f
66836,MN,2004,45-54,62,f
66837,MN,2005,45-54,63,f
66838,MN,2006,45-54,81,f
66839,MN,2007,45-54,80,f
66840,MN,2008,45-54,86,f
66856,MO,1995,45-54,4,f
66857,MO,1996,45-54,3,f
66858,MO,1997,45-54,5,f
66859,MO,1998,45-54,6,f
66861,MO,2000,45-54,6,f
66862,MO,2001,45-54,10,f
66863,MO,2002,45-54,9,f
66864,MO,2003,45-54,7,f
66865,MO,2004,45-54,3,f
66866,MO,2005,45-54,8,f
66867,MO,2006,45-54,4,f
66868,MO,2007,45-54,8,f
66869,MO,2008,45-54,6,f
66882,MP,1995,45-54,4,f
66883,MP,1996,45-54,1,f
66885,MP,1998,45-54,0,f
66887,MP,2000,45-54,3,f
66888,MP,2001,45-54,0,f
66889,MP,2002,45-54,1,f
66890,MP,2003,45-54,1,f
66891,MP,2004,45-54,1,f
66892,MP,2005,45-54,1,f
66893,MP,2006,45-54,1,f
66894,MP,2007,45-54,1,f
66895,MP,2008,45-54,0,f
66912,MR,1997,45-54,484,f
66914,MR,1999,45-54,76,f
66917,MR,2004,45-54,58,f
66919,MR,2006,45-54,49,f
66920,MR,2007,45-54,64,f
66921,MR,2008,45-54,44,f
66941,MS,2003,45-54,0,f
66942,MS,2004,45-54,0,f
66962,MT,1995,45-54,0,f
66963,MT,1996,45-54,0,f
66964,MT,1997,45-54,0,f
66965,MT,1998,45-54,0,f
66969,MT,2002,45-54,0,f
66970,MT,2003,45-54,0,f
66971,MT,2004,45-54,1,f
66972,MT,2005,45-54,0,f
66973,MT,2006,45-54,0,f
66974,MT,2007,45-54,0,f
66975,MT,2008,45-54,0,f
66991,MU,1995,45-54,8,f
66994,MU,1998,45-54,3,f
66995,MU,1999,45-54,8,f
66996,MU,2000,45-54,6,f
66998,MU,2002,45-54,1,f
66999,MU,2003,45-54,4,f
67000,MU,2004,45-54,4,f
67001,MU,2005,45-54,11,f
67002,MU,2006,45-54,4,f
67003,MU,2007,45-54,5,f
67004,MU,2008,45-54,5,f
67020,MV,1995,45-54,6,f
67021,MV,1996,45-54,6,f
67022,MV,1997,45-54,4,f
67023,MV,1998,45-54,6,f
67024,MV,1999,45-54,6,f
67025,MV,2000,45-54,4,f
67026,MV,2001,45-54,6,f
67027,MV,2002,45-54,5,f
67028,MV,2003,45-54,5,f
67029,MV,2004,45-54,1,f
67030,MV,2005,45-54,2,f
67031,MV,2006,45-54,3,f
67032,MV,2007,45-54,5,f
67033,MV,2008,45-54,0,f
67049,MW,1995,45-54,294,f
67050,MW,1996,45-54,347,f
67051,MW,1997,45-54,347,f
67052,MW,1998,45-54,437,f
67053,MW,1999,45-54,376,f
67054,MW,2000,45-54,401,f
67055,MW,2001,45-54,384,f
67057,MW,2003,45-54,374,f
67058,MW,2004,45-54,412,f
67059,MW,2005,45-54,386,f
67060,MW,2006,45-54,348,f
67061,MW,2007,45-54,342,f
67062,MW,2008,45-54,365,f
67079,MX,1996,45-54,482,f
67081,MX,1998,45-54,742,f
67082,MX,1999,45-54,665,f
67083,MX,2000,45-54,832,f
67084,MX,2001,45-54,952,f
67085,MX,2002,45-54,700,f
67086,MX,2003,45-54,813,f
67087,MX,2004,45-54,695,f
67088,MX,2005,45-54,784,f
67089,MX,2006,45-54,794,f
67090,MX,2007,45-54,748,f
67091,MX,2008,45-54,774,f
67107,MY,1995,45-54,316,f
67108,MY,1996,45-54,327,f
67109,MY,1997,45-54,338,f
67110,MY,1998,45-54,330,f
67111,MY,1999,45-54,351,f
67112,MY,2000,45-54,367,f
67113,MY,2001,45-54,374,f
67114,MY,2002,45-54,485,f
67115,MY,2003,45-54,669,f
67116,MY,2004,45-54,694,f
67117,MY,2005,45-54,816,f
67118,MY,2006,45-54,321,f
67119,MY,2007,45-54,782,f
67120,MY,2008,45-54,878,f
67136,MZ,1995,45-54,551,f
67137,MZ,1996,45-54,533,f
67138,MZ,1997,45-54,606,f
67159,,1995,45-54,16,f
67160,,1996,45-54,87,f
67161,,1997,45-54,104,f
67162,,1998,45-54,117,f
67163,,1999,45-54,114,f
67164,,2000,45-54,161,f
67165,,2001,45-54,168,f
67166,,2002,45-54,182,f
67167,,2003,45-54,216,f
67168,,2004,45-54,203,f
67169,,2005,45-54,213,f
67170,,2006,45-54,239,f
67171,,2007,45-54,242,f
67172,,2008,45-54,226,f
67188,NC,1995,45-54,3,f
67189,NC,1996,45-54,2,f
67192,NC,1999,45-54,0,f
67193,NC,2000,45-54,3,f
67194,NC,2001,45-54,0,f
67195,NC,2002,45-54,3,f
67196,NC,2003,45-54,0,f
67197,NC,2004,45-54,0,f
67198,NC,2005,45-54,2,f
67199,NC,2006,45-54,0,f
67200,NC,2007,45-54,0,f
67201,NC,2008,45-54,0,f
67217,NE,1997,45-54,58,f
67218,NE,1998,45-54,86,f
67220,NE,2000,45-54,151,f
67223,NE,2003,45-54,177,f
67225,NE,2005,45-54,223,f
67226,NE,2006,45-54,207,f
67227,NE,2007,45-54,248,f
67228,NE,2008,45-54,237,f
67244,NG,1995,45-54,724,f
67245,NG,1996,45-54,871,f
67246,NG,1997,45-54,458,f
67247,NG,1998,45-54,560,f
67249,NG,2000,45-54,676,f
67250,NG,2001,45-54,715,f
67251,NG,2002,45-54,787,f
67252,NG,2003,45-54,1159,f
67253,NG,2004,45-54,1495,f
67254,NG,2005,45-54,1350,f
67255,NG,2006,45-54,1894,f
67256,NG,2007,45-54,1926,f
67257,NG,2008,45-54,2057,f
67273,NI,1995,45-54,83,f
67274,NI,1996,45-54,77,f
67275,NI,1997,45-54,77,f
67276,NI,1998,45-54,64,f
67277,NI,1999,45-54,73,f
67278,NI,2000,45-54,76,f
67279,NI,2001,45-54,67,f
67280,NI,2002,45-54,72,f
67281,NI,2003,45-54,71,f
67282,NI,2004,45-54,75,f
67283,NI,2005,45-54,61,f
67284,NI,2006,45-54,65,f
67285,NI,2007,45-54,76,f
67286,NI,2008,45-54,54,f
67302,NL,1995,45-54,10,f
67303,NL,1996,45-54,5,f
67304,NL,1997,45-54,12,f
67305,NL,1998,45-54,4,f
67306,NL,1999,45-54,2,f
67307,NL,2000,45-54,9,f
67308,NL,2001,45-54,9,f
67309,NL,2002,45-54,13,f
67310,NL,2003,45-54,10,f
67311,NL,2004,45-54,4,f
67312,NL,2005,45-54,9,f
67313,NL,2006,45-54,5,f
67314,NL,2007,45-54,6,f
67315,NL,2008,45-54,6,f
67331,NO,1995,45-54,0,f
67332,NO,1996,45-54,2,f
67333,NO,1997,45-54,4,f
67334,NO,1998,45-54,1,f
67335,NO,1999,45-54,0,f
67337,NO,2001,45-54,1,f
67338,NO,2002,45-54,2,f
67339,NO,2003,45-54,2,f
67340,NO,2004,45-54,2,f
67341,NO,2005,45-54,1,f
67342,NO,2006,45-54,2,f
67343,NO,2007,45-54,1,f
67344,NO,2008,45-54,0,f
67360,NP,1996,45-54,288,f
67362,NP,1998,45-54,407,f
67363,NP,1999,45-54,553,f
67364,NP,2000,45-54,575,f
67365,NP,2001,45-54,573,f
67366,NP,2002,45-54,544,f
67367,NP,2003,45-54,609,f
67368,NP,2004,45-54,677,f
67369,NP,2005,45-54,658,f
67370,NP,2006,45-54,613,f
67371,NP,2007,45-54,619,f
67372,NP,2008,45-54,630,f
67386,NR,1999,45-54,0,f
67387,NR,2000,45-54,1,f
67388,NR,2001,45-54,1,f
67390,NR,2003,45-54,0,f
67393,NR,2006,45-54,0,f
67394,NR,2007,45-54,0,f
67395,NR,2008,45-54,0,f
67418,NU,2004,45-54,0,f
67419,NU,2005,45-54,0,f
67420,NU,2006,45-54,0,f
67421,NU,2007,45-54,0,f
67438,NZ,1995,45-54,2,f
67439,NZ,1996,45-54,6,f
67440,NZ,1997,45-54,2,f
67441,NZ,1998,45-54,2,f
67442,NZ,1999,45-54,3,f
67443,NZ,2000,45-54,0,f
67444,NZ,2001,45-54,1,f
67445,NZ,2002,45-54,3,f
67446,NZ,2003,45-54,10,f
67447,NZ,2004,45-54,4,f
67448,NZ,2005,45-54,6,f
67449,NZ,2006,45-54,3,f
67450,NZ,2007,45-54,6,f
67451,NZ,2008,45-54,3,f
67467,OM,1995,45-54,5,f
67468,OM,1996,45-54,5,f
67469,OM,1997,45-54,5,f
67470,OM,1998,45-54,5,f
67471,OM,1999,45-54,1,f
67472,OM,2000,45-54,5,f
67473,OM,2001,45-54,9,f
67474,OM,2002,45-54,13,f
67475,OM,2003,45-54,13,f
67476,OM,2004,45-54,0,f
67477,OM,2005,45-54,4,f
67478,OM,2006,45-54,13,f
67479,OM,2007,45-54,10,f
67480,OM,2008,45-54,4,f
67496,PA,1995,45-54,57,f
67497,PA,1996,45-54,36,f
67498,PA,1997,45-54,23,f
67499,PA,1998,45-54,3,f
67500,PA,1999,45-54,52,f
67501,PA,2000,45-54,19,f
67502,PA,2001,45-54,27,f
67503,PA,2002,45-54,29,f
67504,PA,2003,45-54,30,f
67505,PA,2004,45-54,33,f
67506,PA,2005,45-54,33,f
67507,PA,2006,45-54,45,f
67508,PA,2007,45-54,33,f
67509,PA,2008,45-54,46,f
67525,PE,1995,45-54,259,f
67526,PE,1996,45-54,171,f
67527,PE,1997,45-54,734,f
67528,PE,1998,45-54,686,f
67529,PE,1999,45-54,838,f
67530,PE,2000,45-54,609,f
67531,PE,2001,45-54,626,f
67532,PE,2002,45-54,129,f
67533,PE,2003,45-54,138,f
67534,PE,2004,45-54,678,f
67535,PE,2005,45-54,699,f
67536,PE,2006,45-54,762,f
67537,PE,2007,45-54,813,f
67538,PE,2008,45-54,791,f
67555,PF,1996,45-54,0,f
67556,PF,1997,45-54,3,f
67557,PF,1998,45-54,1,f
67558,PF,1999,45-54,2,f
67559,PF,2000,45-54,1,f
67560,PF,2001,45-54,3,f
67561,PF,2002,45-54,2,f
67562,PF,2003,45-54,1,f
67563,PF,2004,45-54,4,f
67564,PF,2005,45-54,1,f
67565,PF,2006,45-54,0,f
67566,PF,2007,45-54,0,f
67567,PF,2008,45-54,0,f
67584,PG,1996,45-54,10,f
67585,PG,1997,45-54,1,f
67586,PG,1998,45-54,21,f
67587,PG,1999,45-54,6,f
67588,PG,2000,45-54,15,f
67589,PG,2001,45-54,17,f
67590,PG,2002,45-54,47,f
67591,PG,2003,45-54,29,f
67592,PG,2004,45-54,38,f
67593,PG,2005,45-54,65,f
67594,PG,2006,45-54,75,f
67595,PG,2007,45-54,36,f
67596,PG,2008,45-54,75,f
67612,PH,1995,45-54,20,f
67613,PH,1996,45-54,15,f
67614,PH,1997,45-54,110,f
67615,PH,1998,45-54,106,f
67620,PH,2003,45-54,4000,f
67621,PH,2004,45-54,4327,f
67622,PH,2005,45-54,4603,f
67623,PH,2006,45-54,5007,f
67624,PH,2007,45-54,4612,f
67625,PH,2008,45-54,4527,f
67640,PK,1995,45-54,178,f
67643,PK,1998,45-54,209,f
67644,PK,1999,45-54,146,f
67645,PK,2000,45-54,163,f
67646,PK,2001,45-54,421,f
67647,PK,2002,45-54,809,f
67648,PK,2003,45-54,1280,f
67649,PK,2004,45-54,1794,f
67650,PK,2005,45-54,2866,f
67651,PK,2006,45-54,3913,f
67652,PK,2007,45-54,5496,f
67653,PK,2008,45-54,6387,f
67669,PL,1995,45-54,111,f
67670,PL,1996,45-54,202,f
67671,PL,1997,45-54,96,f
67672,PL,1998,45-54,127,f
67673,PL,1999,45-54,129,f
67674,PL,2000,45-54,170,f
67675,PL,2001,45-54,124,f
67676,PL,2002,45-54,148,f
67677,PL,2003,45-54,132,f
67678,PL,2004,45-54,118,f
67679,PL,2005,45-54,151,f
67680,PL,2006,45-54,118,f
67681,PL,2007,45-54,132,f
67682,PL,2008,45-54,132,f
67697,PR,1995,45-54,7,f
67698,PR,1996,45-54,6,f
67699,PR,1997,45-54,5,f
67700,PR,1998,45-54,4,f
67701,PR,1999,45-54,6,f
67702,PR,2000,45-54,7,f
67703,PR,2001,45-54,9,f
67704,PR,2002,45-54,2,f
67705,PR,2003,45-54,1,f
67706,PR,2004,45-54,6,f
67707,PR,2005,45-54,4,f
67708,PR,2006,45-54,3,f
67709,PR,2007,45-54,7,f
67710,PR,2008,45-54,2,f
67724,PS,1995,45-54,1,f
67725,PS,1996,45-54,0,f
67730,PS,2003,45-54,3,f
67732,PS,2005,45-54,1,f
67733,PS,2006,45-54,1,f
67734,PS,2007,45-54,0,f
67735,PS,2008,45-54,1,f
67751,PT,1995,45-54,33,f
67752,PT,1996,45-54,31,f
67753,PT,1997,45-54,27,f
67754,PT,1998,45-54,44,f
67755,PT,1999,45-54,30,f
67756,PT,2000,45-54,41,f
67757,PT,2001,45-54,36,f
67758,PT,2002,45-54,33,f
67759,PT,2003,45-54,39,f
67760,PT,2004,45-54,22,f
67761,PT,2005,45-54,29,f
67762,PT,2006,45-54,33,f
67763,PT,2007,45-54,27,f
67764,PT,2008,45-54,38,f
67779,PW,1995,45-54,1,f
67781,PW,1997,45-54,0,f
67783,PW,1999,45-54,0,f
67785,PW,2002,45-54,0,f
67786,PW,2003,45-54,0,f
67787,PW,2004,45-54,1,f
67789,PW,2006,45-54,0,f
67790,PW,2007,45-54,0,f
67807,PY,1995,45-54,35,f
67808,PY,1996,45-54,50,f
67809,PY,1997,45-54,48,f
67810,PY,1998,45-54,36,f
67811,PY,1999,45-54,43,f
67812,PY,2000,45-54,41,f
67813,PY,2001,45-54,51,f
67814,PY,2002,45-54,36,f
67815,PY,2003,45-54,50,f
67816,PY,2004,45-54,63,f
67817,PY,2005,45-54,52,f
67818,PY,2006,45-54,55,f
67819,PY,2007,45-54,46,f
67820,PY,2008,45-54,61,f
67835,QA,1995,45-54,0,f
67836,QA,1996,45-54,2,f
67837,QA,1997,45-54,1,f
67838,QA,1998,45-54,2,f
67839,QA,1999,45-54,1,f
67840,QA,2000,45-54,1,f
67841,QA,2001,45-54,1,f
67842,QA,2002,45-54,3,f
67843,QA,2003,45-54,2,f
67844,QA,2004,45-54,2,f
67845,QA,2005,45-54,1,f
67846,QA,2006,45-54,1,f
67847,QA,2007,45-54,3,f
67848,QA,2008,45-54,2,f
67864,RO,1995,45-54,479,f
67865,RO,1996,45-54,302,f
67866,RO,1997,45-54,318,f
67867,RO,1998,45-54,300,f
67868,RO,1999,45-54,318,f
67869,RO,2000,45-54,341,f
67870,RO,2001,45-54,391,f
67871,RO,2002,45-54,370,f
67872,RO,2003,45-54,412,f
67873,RO,2004,45-54,458,f
67874,RO,2005,45-54,374,f
67875,RO,2006,45-54,334,f
67876,RO,2007,45-54,332,f
67877,RO,2008,45-54,320,f
67878,RS,2005,45-54,49,f
67879,RS,2006,45-54,44,f
67880,RS,2007,45-54,43,f
67881,RS,2008,45-54,39,f
67898,RU,1996,45-54,9,f
67899,RU,1997,45-54,20,f
67900,RU,1998,45-54,20,f
67901,RU,1999,45-54,600,f
67902,RU,2000,45-54,38,f
67903,RU,2001,45-54,1040,f
67904,RU,2002,45-54,1100,f
67905,RU,2003,45-54,1281,f
67906,RU,2004,45-54,1415,f
67908,RU,2006,45-54,1492,f
67909,RU,2007,45-54,1454,f
67910,RU,2008,45-54,1530,f
67923,RW,1996,45-54,47,f
67924,RW,1997,45-54,67,f
67926,RW,1999,45-54,49,f
67927,RW,2000,45-54,109,f
67929,RW,2002,45-54,22,f
67930,RW,2003,45-54,79,f
67931,RW,2004,45-54,150,f
67932,RW,2005,45-54,157,f
67933,RW,2006,45-54,139,f
67934,RW,2007,45-54,131,f
67935,RW,2008,45-54,161,f
67953,SA,1998,45-54,27,f
67954,SA,1999,45-54,74,f
67955,SA,2000,45-54,51,f
67956,SA,2001,45-54,44,f
67957,SA,2002,45-54,60,f
67958,SA,2003,45-54,58,f
67959,SA,2004,45-54,53,f
67960,SA,2005,45-54,73,f
67961,SA,2006,45-54,56,f
67962,SA,2007,45-54,71,f
67963,SA,2008,45-54,85,f
67979,SB,1995,45-54,12,f
67980,SB,1996,45-54,12,f
67981,SB,1997,45-54,8,f
67982,SB,1998,45-54,11,f
67984,SB,2000,45-54,7,f
67986,SB,2002,45-54,2,f
67987,SB,2003,45-54,13,f
67988,SB,2004,45-54,14,f
67989,SB,2005,45-54,11,f
67990,SB,2006,45-54,14,f
67991,SB,2007,45-54,10,f
67992,SB,2008,45-54,13,f
68006,SC,1995,45-54,0,f
68007,SC,1996,45-54,0,f
68008,SC,1997,45-54,0,f
68009,SC,1998,45-54,0,f
68011,SC,2000,45-54,1,f
68012,SC,2001,45-54,1,f
68013,SC,2002,45-54,0,f
68014,SC,2003,45-54,0,f
68015,SC,2004,45-54,2,f
68016,SC,2005,45-54,0,f
68019,SC,2008,45-54,0,f
68032,SD,1995,45-54,403,f
